idProducto,idVendedor,Fecha,idSucursal,Descuento
10,14,2021-02-01 06:15:29,2,0.4
7,87,2019-02-03 08:45:36,1,0.1
3,57,2020-08-01 07:25:41,1,0
9,68,2021-08-07 08:56:58,1,0
2,62,2018-07-11 04:40:45,4,0.1
7,93,2021-06-25 23:34:47,1,0.4
6,30,2022-03-02 06:09:43,3,0.4
1,60,2021-11-19 07:04:21,1,0.3
3,48,2018-12-31 16:07:29,2,0.4
4,77,2021-04-25 17:26:43,1,0.4
8,4,2020-12-12 22:41:17,1,0.1
5,31,2022-11-15 04:33:13,3,0.5
2,77,2019-12-06 23:34:46,1,0.4
5,34,2019-09-12 02:00:12,2,0.4
9,58,2022-03-12 14:15:17,2,0.1
5,47,2019-05-10 04:07:47,1,0.3
8,29,2022-06-05 13:18:33,1,0
4,60,2019-03-03 07:39:24,2,0.4
1,52,2018-09-06 22:02:06,4,0
8,71,2021-12-17 05:19:07,3,0.1
2,9,2021-06-01 02:34:05,2,0
2,67,2022-08-26 15:44:53,3,0.2
6,99,2019-04-15 17:12:42,4,0
2,28,2019-05-04 14:07:55,1,0.2
4,1,2021-02-19 18:01:10,2,0.5
6,71,2019-08-06 10:14:54,3,0.1
7,26,2022-09-13 03:14:22,1,0.4
3,1,2019-09-08 12:52:42,1,0
8,32,2019-05-19 00:48:33,2,0
4,77,2020-08-17 23:44:34,3,0
2,90,2021-11-18 00:20:57,3,0.5
1,86,2018-09-04 00:33:15,3,0
3,39,2020-08-19 20:55:49,2,0.3
4,75,2020-10-22 04:36:50,3,0
8,19,2018-10-26 17:09:11,3,0.4
5,33,2022-03-01 12:05:24,3,0.2
10,25,2018-11-26 04:48:02,2,0
3,59,2018-06-29 19:23:58,2,0
4,10,2021-05-24 03:06:00,1,0.4
4,53,2021-07-06 13:31:47,4,0.3
2,3,2018-11-25 03:49:38,1,0.4
4,91,2019-01-15 12:06:32,2,0.3
1,52,2018-10-06 17:27:50,2,0.1
7,25,2020-03-01 19:05:49,4,0
3,92,2019-12-28 02:09:57,1,0.1
10,49,2022-05-17 11:52:54,4,0.4
9,25,2018-12-25 10:23:37,4,0
6,30,2019-03-25 07:45:11,4,0
4,60,2022-10-18 06:48:36,3,0
8,66,2020-01-22 04:58:03,4,0.4
9,95,2020-09-15 21:48:17,1,0.4
7,73,2020-12-26 07:36:07,4,0.1
1,58,2019-09-24 03:43:34,2,0.1
8,90,2021-04-27 10:52:16,1,0.4
7,75,2020-08-11 03:52:54,3,0.5
7,88,2019-11-03 19:55:07,1,0.4
2,40,2020-01-11 19:46:54,4,0.1
8,81,2018-07-01 04:49:05,4,0
8,76,2021-06-04 22:45:51,4,0
9,97,2020-09-17 13:47:43,3,0
5,7,2022-04-30 01:55:16,3,0.5
7,99,2022-06-03 01:19:12,2,0.3
5,51,2022-12-21 17:38:40,2,0
9,81,2019-06-26 00:20:04,1,0.1
2,31,2021-09-11 23:08:37,4,0
5,30,2018-11-03 05:47:54,3,0.3
5,73,2021-06-04 10:38:13,1,0.1
2,95,2020-03-21 02:58:37,3,0
4,51,2022-11-29 07:55:31,4,0.2
9,1,2022-03-03 15:26:18,4,0.5
9,35,2021-02-21 23:11:25,3,0
10,87,2018-12-12 06:20:56,1,0
4,61,2022-08-21 16:35:41,3,0
1,42,2020-10-27 12:51:53,4,0.2
1,38,2022-12-02 15:24:34,2,0.2
4,29,2019-07-16 12:01:18,4,0
2,46,2021-03-13 13:23:42,2,0.5
7,49,2022-09-27 09:20:50,1,0.5
6,13,2019-12-10 07:29:03,4,0.2
6,82,2019-05-31 19:18:26,2,0
3,72,2021-06-19 05:28:15,2,0.2
1,46,2022-04-08 16:49:00,4,0.2
3,27,2018-08-04 07:19:44,3,0.2
3,3,2018-09-06 08:12:26,3,0
5,55,2020-01-14 00:42:32,4,0.5
7,88,2020-10-23 21:54:49,2,0.3
6,57,2018-08-02 21:04:07,3,0.4
7,52,2020-10-31 16:57:51,3,0.1
1,27,2020-12-15 20:58:35,2,0
9,31,2022-12-17 06:11:29,3,0
2,99,2019-04-09 13:16:50,1,0
8,90,2020-08-07 13:43:39,3,0.1
5,86,2019-12-08 16:44:10,4,0.1
1,43,2021-02-11 20:21:26,3,0
9,39,2020-06-18 13:21:04,1,0
10,18,2022-02-21 03:24:11,4,0
5,68,2019-12-30 04:31:26,3,0
2,46,2018-10-11 19:38:07,4,0.4
8,25,2018-11-02 13:09:06,4,0
5,33,2019-06-01 16:01:26,3,0.4
5,81,2020-12-20 09:13:27,1,0
8,74,2021-08-09 17:00:43,2,0.4
9,74,2020-01-08 03:57:55,2,0.1
1,66,2022-05-04 22:11:58,4,0
8,50,2019-01-11 06:15:41,3,0
7,27,2020-12-07 22:45:29,3,0
1,7,2020-12-04 19:43:32,4,0.3
4,30,2022-11-17 22:28:34,2,0.4
6,72,2020-08-14 04:18:23,1,0.5
6,79,2019-05-20 11:45:29,1,0.2
7,62,2019-07-16 02:04:06,1,0.4
7,90,2020-10-19 11:16:35,1,0.4
9,41,2020-09-06 05:46:31,2,0.3
6,15,2022-04-19 19:40:48,3,0.1
7,57,2019-03-04 01:16:15,4,0
2,80,2022-11-27 20:13:43,1,0
10,22,2021-09-26 13:41:47,3,0
7,33,2022-04-21 10:20:57,1,0.1
10,94,2018-08-24 17:01:15,3,0.2
1,18,2019-08-16 20:49:58,1,0
6,10,2019-09-11 23:02:52,4,0
2,7,2022-02-25 07:56:25,2,0
9,99,2020-11-24 01:07:19,3,0.2
5,10,2020-11-25 21:04:26,3,0.1
3,63,2021-01-05 11:36:09,1,0.2
8,36,2018-06-28 05:17:43,1,0.3
8,65,2018-11-29 17:45:52,1,0
3,64,2020-02-22 14:51:06,3,0.1
7,57,2018-11-13 21:13:22,1,0
3,68,2021-09-24 10:44:55,1,0.3
1,56,2021-10-14 22:37:48,4,0.4
7,93,2021-10-02 21:53:11,1,0.3
2,48,2022-11-01 09:11:10,1,0.5
5,38,2021-04-20 13:18:24,4,0.3
6,81,2020-10-24 18:09:17,4,0.1
4,67,2020-10-20 19:40:55,3,0.3
4,45,2019-11-26 06:20:05,1,0.2
10,21,2019-07-11 13:44:57,2,0.1
10,95,2021-09-11 05:53:22,3,0
6,10,2019-01-08 18:29:32,2,0.4
6,22,2019-02-18 15:44:09,4,0
4,65,2020-06-01 03:49:26,4,0.1
4,93,2020-09-04 19:42:03,2,0
8,32,2020-03-10 13:41:27,3,0.4
3,27,2020-04-08 02:52:32,4,0.1
9,63,2018-07-22 22:19:23,3,0.3
5,18,2021-03-13 09:59:32,2,0.5
2,28,2021-11-18 23:18:32,1,0.4
9,1,2022-06-23 05:16:41,1,0.1
5,74,2021-04-05 06:36:15,4,0
1,60,2019-09-26 15:35:22,3,0.5
9,96,2020-03-10 21:08:31,2,0.5
7,34,2019-06-18 18:17:48,3,0.4
3,73,2022-09-04 11:13:34,2,0
7,51,2019-08-25 13:11:11,4,0.2
3,6,2020-03-15 19:20:38,2,0.5
3,42,2021-05-17 15:42:42,3,0
5,88,2019-02-15 20:24:08,4,0.2
4,41,2021-07-16 23:19:02,2,0
5,47,2020-06-22 02:15:38,2,0.4
5,9,2022-08-06 21:33:23,1,0.5
6,21,2021-07-31 05:09:58,1,0.5
6,16,2022-07-10 04:14:39,1,0.4
2,7,2019-04-08 10:39:25,4,0
5,37,2019-06-11 09:37:01,4,0.3
1,80,2022-09-28 20:41:05,2,0.2
2,75,2022-08-02 15:29:06,3,0
8,21,2021-10-30 18:20:04,4,0
3,60,2020-08-02 15:19:56,1,0
6,10,2021-12-05 11:15:56,2,0
1,18,2019-06-22 01:57:04,3,0
7,15,2018-11-20 05:26:43,4,0.1
6,37,2021-11-18 19:32:18,3,0.3
3,82,2022-01-31 17:30:28,2,0
10,2,2021-09-10 19:21:10,3,0.5
1,54,2021-06-04 21:33:04,2,0.1
10,83,2021-04-06 01:15:42,2,0.5
2,69,2020-07-29 20:19:05,1,0
7,93,2019-04-10 09:34:27,2,0.4
3,80,2019-02-01 05:09:17,2,0.3
1,13,2021-01-13 01:05:00,3,0.4
6,80,2019-12-02 12:58:43,3,0
6,11,2019-03-07 21:48:46,2,0
2,35,2021-04-18 00:09:05,3,0.5
5,14,2019-09-13 00:53:14,2,0
1,40,2021-01-17 14:42:13,2,0.4
6,89,2018-12-25 14:55:05,2,0.2
10,65,2021-05-19 04:19:03,2,0.1
4,13,2021-01-07 18:48:38,4,0
3,95,2020-01-19 09:31:30,3,0.1
7,1,2021-02-20 22:58:58,4,0
3,44,2020-03-24 13:28:02,1,0.4
3,87,2021-02-20 15:41:39,4,0.3
7,33,2018-09-08 22:13:50,4,0.5
3,31,2019-01-03 07:57:52,1,0
10,32,2019-09-09 18:57:53,3,0.1
6,28,2022-04-17 12:48:49,3,0.3
1,3,2020-07-22 20:39:45,4,0.1
1,75,2019-01-02 11:22:34,4,0
4,95,2018-07-23 08:38:31,4,0.4
6,10,2022-05-20 12:43:19,4,0.3
2,57,2021-01-17 19:34:13,4,0
2,25,2020-08-06 19:01:08,3,0
4,34,2022-08-01 15:55:55,1,0.5
2,88,2021-11-28 17:30:10,3,0.3
4,47,2022-09-02 03:16:49,2,0.2
4,88,2018-08-28 10:03:49,4,0
4,96,2020-01-31 17:56:30,4,0.3
1,53,2021-06-16 22:45:13,3,0
10,50,2020-06-12 10:52:08,2,0.4
6,16,2021-02-09 17:56:33,4,0.3
2,79,2020-02-25 09:02:08,2,0
7,84,2021-08-29 16:35:25,2,0.1
6,96,2022-05-15 15:13:13,3,0.1
3,87,2021-12-11 03:03:52,1,0.3
3,53,2019-08-18 18:31:20,1,0.4
4,19,2021-09-13 03:00:56,4,0.3
9,73,2019-05-11 04:36:43,3,0
9,65,2020-07-19 00:43:53,4,0.4
9,38,2020-04-25 21:12:40,3,0
1,30,2018-11-09 10:26:32,3,0
10,28,2019-10-21 20:40:01,1,0
7,51,2022-10-27 22:15:41,4,0.5
1,50,2021-09-28 21:52:49,2,0
9,60,2019-05-19 13:00:01,2,0.5
7,33,2020-08-15 23:14:09,3,0.5
8,13,2020-07-10 19:55:42,1,0
5,26,2020-04-07 12:51:09,2,0.4
1,71,2018-10-30 11:51:24,2,0.1
10,4,2022-03-27 16:53:48,1,0
7,83,2022-09-29 15:14:42,4,0
1,90,2020-03-15 10:36:00,1,0.5
8,70,2021-07-05 03:00:26,1,0.5
5,6,2019-10-21 18:21:17,3,0.3
6,50,2018-07-26 03:37:51,3,0.1
6,36,2021-08-05 13:36:38,1,0
5,50,2020-07-09 14:09:30,3,0.1
3,68,2022-01-03 19:43:01,4,0
2,42,2020-06-13 16:01:46,4,0
7,85,2020-05-26 22:54:20,4,0
1,7,2021-07-14 07:21:05,2,0
10,23,2021-12-10 08:52:32,1,0
4,45,2021-12-24 12:21:30,4,0.5
10,26,2022-11-12 14:21:57,2,0
8,30,2019-09-19 16:41:21,4,0.1
3,43,2020-11-24 04:09:02,1,0
3,15,2020-12-24 06:52:48,4,0.2
6,41,2022-05-17 00:02:22,1,0
4,73,2020-12-27 06:43:15,2,0.1
8,23,2020-03-29 22:52:24,4,0.4
4,62,2022-09-21 09:40:08,3,0.4
6,37,2020-08-19 21:31:26,4,0.3
4,40,2018-08-07 13:53:23,2,0.3
5,22,2021-01-02 21:50:06,3,0.1
6,83,2021-03-14 21:21:55,2,0.3
3,13,2020-02-18 00:19:48,1,0
5,93,2019-02-18 02:08:08,4,0.1
9,86,2019-07-20 04:25:35,2,0.5
2,40,2022-09-22 10:26:10,1,0
3,96,2021-05-13 05:45:35,4,0
10,44,2020-10-31 22:34:55,4,0.3
2,52,2020-01-16 03:53:45,3,0.5
4,28,2018-12-30 22:01:34,4,0.5
8,91,2022-04-28 02:34:53,4,0.5
10,64,2021-01-19 13:26:30,3,0
9,25,2022-07-05 12:07:31,1,0
7,81,2020-10-24 16:44:44,3,0.1
2,62,2021-05-15 23:42:54,3,0
2,23,2021-04-15 06:58:19,2,0.1
8,22,2020-09-22 08:13:17,2,0.5
7,87,2020-09-30 06:14:24,1,0.3
10,21,2020-07-14 04:10:24,4,0.5
3,33,2019-05-11 02:09:39,2,0.5
1,85,2018-08-06 16:47:21,1,0
7,2,2020-03-25 12:00:23,3,0
7,79,2019-10-12 06:36:32,2,0.4
8,56,2021-11-24 13:06:35,3,0.5
3,86,2022-04-21 07:53:46,1,0.1
2,94,2019-02-13 16:59:46,3,0
1,4,2022-07-13 13:19:48,3,0
7,28,2021-09-05 19:58:44,4,0.3
10,81,2019-03-24 18:58:03,3,0.3
10,66,2022-10-14 10:41:44,1,0
6,92,2019-04-18 01:58:18,1,0
3,31,2022-04-02 08:22:27,2,0.5
1,43,2022-06-09 13:29:12,3,0
10,53,2018-10-04 18:26:27,4,0.3
10,38,2018-08-27 02:57:28,2,0.1
4,58,2019-04-20 07:32:36,1,0.2
10,31,2019-07-12 06:32:36,1,0.4
1,49,2020-01-12 15:00:57,3,0.2
6,38,2019-10-19 12:56:42,3,0
3,29,2018-12-12 10:00:18,1,0
1,51,2021-10-24 22:29:18,1,0.5
9,63,2021-02-13 15:08:46,2,0.3
4,58,2022-03-16 17:38:06,3,0
5,88,2022-06-15 19:35:40,3,0.3
6,9,2021-11-30 15:26:30,4,0
2,67,2018-09-26 13:43:41,3,0.1
5,69,2019-08-05 12:48:40,1,0.3
6,24,2019-11-24 21:39:34,3,0.4
7,3,2022-05-13 23:34:05,2,0
10,85,2021-10-21 12:42:10,4,0
1,82,2018-12-11 04:14:41,4,0.4
10,51,2020-04-22 02:07:24,1,0.2
2,8,2021-12-05 21:00:22,1,0
4,57,2019-05-21 11:12:09,3,0
8,66,2019-03-14 20:37:49,4,0
1,15,2022-01-20 21:56:11,4,0
6,59,2019-11-30 23:33:40,4,0
2,86,2022-05-09 23:34:46,1,0
2,5,2018-10-02 23:22:25,1,0.3
7,29,2019-04-29 19:59:44,4,0.3
5,37,2022-01-28 10:39:05,4,0.3
4,44,2021-05-21 16:19:04,3,0.4
6,68,2018-09-08 01:45:09,2,0
6,32,2022-05-15 14:32:44,2,0
8,62,2019-07-07 02:42:16,3,0.1
8,58,2021-10-13 12:19:12,1,0
5,2,2020-06-29 15:57:59,4,0.3
8,78,2021-01-08 23:34:53,3,0.4
6,93,2021-05-12 03:12:57,3,0
2,81,2021-08-29 22:36:12,2,0.1
8,67,2022-01-05 11:14:45,2,0.3
9,44,2019-12-21 11:17:59,2,0.2
5,21,2021-05-23 07:26:53,3,0
3,67,2021-04-09 19:55:10,1,0.1
10,5,2019-12-13 06:01:48,1,0
4,21,2020-11-01 15:31:00,3,0.5
8,46,2021-04-01 17:19:26,1,0.1
1,41,2020-03-02 10:09:54,1,0.5
8,48,2020-08-05 23:48:10,1,0
9,67,2022-03-31 08:21:42,1,0.1
6,84,2021-08-02 03:32:39,3,0.5
1,21,2019-10-07 05:02:37,3,0.5
4,31,2022-03-05 19:00:48,1,0
7,22,2018-09-22 09:03:28,2,0.4
4,72,2020-10-29 16:31:10,1,0.1
10,96,2021-09-07 09:47:19,4,0.4
9,64,2020-04-03 21:20:59,4,0.5
2,53,2019-09-07 10:00:53,2,0.1
4,36,2019-04-08 04:43:14,3,0
7,66,2022-07-18 13:54:25,1,0.3
10,4,2021-10-26 11:27:08,2,0.4
10,30,2022-03-20 14:23:51,1,0
9,21,2022-11-10 14:25:06,2,0.5
9,97,2018-08-26 19:00:03,3,0.3
9,71,2020-06-16 11:26:36,4,0.4
8,87,2019-09-30 15:03:22,2,0.3
3,9,2021-06-07 05:06:39,2,0.5
1,59,2018-12-07 20:28:19,2,0.3
6,36,2020-08-08 07:23:39,3,0.5
3,70,2019-12-28 17:22:46,4,0
3,62,2020-06-06 14:33:34,3,0
1,62,2020-01-05 07:03:45,2,0.2
7,46,2019-02-20 15:19:49,3,0
7,45,2021-04-17 03:16:00,1,0.5
2,32,2021-08-16 03:09:49,1,0
7,52,2019-04-15 21:24:18,2,0.2
8,90,2021-04-06 12:39:21,1,0.2
4,11,2020-09-08 18:49:50,4,0
7,73,2020-09-20 03:55:57,1,0.5
7,91,2018-08-19 07:19:24,4,0.2
3,78,2020-06-22 14:57:10,2,0.4
9,9,2019-01-29 13:43:52,4,0.5
4,49,2020-03-02 15:16:50,2,0
7,56,2019-07-25 14:00:23,3,0.4
9,8,2018-09-25 22:17:23,1,0.2
1,37,2019-07-23 06:49:42,4,0.1
10,86,2022-03-19 22:45:29,2,0
10,74,2022-02-12 12:16:01,2,0.2
3,70,2019-07-15 00:02:41,4,0.1
9,41,2020-10-01 15:43:47,3,0.2
7,43,2018-09-10 22:11:58,4,0.3
1,75,2022-04-18 22:17:48,2,0.1
3,9,2019-01-08 04:50:04,3,0
10,19,2022-02-13 13:29:34,2,0.4
7,14,2018-12-11 10:48:55,3,0.4
9,58,2022-07-16 13:59:33,3,0.4
6,68,2021-08-19 01:25:50,2,0.4
1,72,2021-03-27 22:43:33,1,0.3
6,64,2019-01-05 16:09:22,2,0.4
1,51,2019-03-16 16:07:04,4,0.4
7,81,2022-11-02 14:13:19,3,0.4
8,72,2022-08-17 12:00:09,4,0
8,81,2019-01-02 00:01:09,1,0.2
5,36,2021-08-24 18:43:35,3,0.5
4,61,2020-05-08 23:29:33,3,0.5
8,31,2018-10-11 14:45:36,4,0.3
7,37,2019-06-25 22:42:22,1,0.4
10,39,2019-08-09 01:46:47,3,0
5,32,2020-01-04 07:15:14,2,0
8,51,2019-11-25 00:47:07,4,0.2
1,51,2022-03-27 14:38:51,1,0.5
4,40,2020-11-24 06:24:35,2,0.2
8,69,2021-05-20 12:49:51,1,0
7,67,2021-10-14 02:31:48,4,0.5
7,42,2020-08-12 18:09:41,3,0.2
9,40,2022-08-19 05:31:10,3,0.4
6,76,2021-09-18 22:16:20,4,0.1
4,38,2019-02-17 15:18:10,3,0.1
2,75,2021-09-05 21:12:31,2,0.4
9,27,2020-11-28 01:54:23,2,0.3
6,11,2020-06-07 07:07:45,3,0
9,70,2019-06-10 13:07:40,4,0
6,23,2021-01-19 01:44:55,1,0
5,82,2020-03-21 13:51:55,4,0
4,31,2022-07-21 04:08:27,4,0.3
10,68,2022-05-29 18:38:38,3,0.1
3,51,2021-08-23 19:49:46,3,0
4,28,2019-10-10 14:58:16,2,0.3
7,99,2021-02-23 17:20:37,1,0
10,34,2019-03-19 05:01:17,1,0.1
7,17,2021-03-24 15:58:07,3,0
8,23,2019-03-15 19:14:26,4,0.1
3,98,2019-10-02 02:22:47,2,0.3
9,25,2019-12-03 12:25:35,1,0.3
1,83,2021-02-28 00:16:31,4,0
7,94,2019-06-13 13:18:48,4,0
2,99,2018-09-26 11:02:57,4,0.2
1,76,2022-03-29 02:49:46,1,0.3
9,26,2021-11-12 12:29:42,4,0.1
6,43,2020-05-27 01:19:03,2,0
9,49,2019-01-21 20:31:58,4,0
3,94,2022-11-19 06:31:08,4,0
10,51,2020-03-14 11:52:11,1,0.5
9,18,2021-11-13 19:02:33,1,0
2,7,2022-01-18 16:26:54,4,0.5
4,96,2020-10-14 12:27:35,2,0.1
9,33,2020-03-15 04:02:24,1,0
5,16,2020-09-15 01:50:29,4,0.2
5,21,2019-02-03 20:50:47,1,0
10,83,2020-10-12 06:55:15,1,0
3,43,2022-05-30 05:23:17,3,0
3,35,2021-07-17 15:39:34,3,0.2
9,84,2020-05-04 16:30:22,4,0
6,61,2020-04-05 07:41:29,4,0.2
5,53,2019-04-06 13:38:12,3,0.3
9,36,2022-12-07 04:49:33,3,0
4,26,2021-06-20 06:26:30,2,0
8,40,2019-08-14 16:56:48,3,0
10,4,2021-05-08 23:26:16,4,0.4
2,27,2022-11-04 15:42:53,1,0.5
6,63,2019-08-18 07:05:53,4,0.5
5,33,2022-05-09 13:57:11,1,0
3,65,2019-11-05 11:48:37,2,0.4
8,64,2021-06-30 20:25:40,1,0
5,83,2019-02-25 10:56:30,2,0.2
8,71,2019-10-16 14:41:33,2,0.4
1,24,2018-08-13 13:42:11,4,0
10,9,2019-06-19 14:43:49,3,0.1
5,52,2019-10-09 09:59:51,3,0.4
1,27,2022-12-16 23:36:46,3,0.2
9,7,2021-05-25 15:17:29,3,0
4,80,2019-07-29 14:05:17,3,0.4
4,26,2019-01-14 00:35:25,3,0
9,11,2019-09-16 05:58:58,3,0
5,66,2019-08-23 07:34:09,4,0.2
4,13,2022-06-26 22:36:52,4,0.1
8,6,2018-10-22 09:58:10,2,0
1,35,2021-07-18 16:32:31,1,0
9,34,2018-10-07 10:09:15,1,0.3
5,54,2020-05-29 04:06:25,4,0
1,44,2019-07-21 00:22:08,1,0.3
5,21,2019-05-08 07:19:06,2,0
3,35,2018-09-07 15:34:50,1,0
4,10,2020-06-06 05:31:15,1,0
6,79,2021-10-20 07:32:29,1,0.5
7,92,2021-03-06 03:39:36,3,0
8,20,2020-02-02 16:56:15,4,0.5
8,49,2022-01-24 05:38:55,1,0.1
1,24,2018-11-25 18:49:08,1,0
8,2,2020-09-26 09:21:50,4,0.2
7,57,2020-05-29 20:46:55,2,0.4
6,60,2018-09-02 16:52:44,3,0.2
10,77,2018-10-21 09:19:47,4,0
5,50,2018-12-20 13:18:09,3,0.1
4,83,2018-10-12 23:06:14,3,0.1
8,26,2018-07-02 16:30:52,1,0.2
7,30,2022-01-18 23:03:36,2,0
10,29,2019-05-28 18:08:30,1,0
6,78,2019-02-06 09:20:33,3,0
10,11,2018-08-27 10:02:23,2,0
5,26,2020-11-28 17:53:14,2,0.4
5,86,2019-11-02 19:44:41,2,0
8,11,2022-06-29 12:28:28,1,0
8,27,2020-05-04 21:49:37,4,0.1
9,94,2021-02-08 04:43:12,4,0.4
10,14,2022-06-12 15:40:35,1,0
3,87,2022-12-09 16:45:44,2,0
6,83,2022-05-01 02:08:43,3,0
5,77,2018-12-07 08:12:48,1,0.2
2,13,2021-11-02 15:39:39,2,0.1
3,18,2022-12-18 12:46:25,4,0.2
4,47,2019-01-21 01:57:47,1,0.4
6,79,2020-10-12 22:20:41,1,0.2
5,33,2019-03-06 20:42:15,2,0
1,43,2022-01-17 16:51:20,4,0.4
2,39,2019-07-28 15:49:39,1,0.3
5,34,2020-05-16 22:07:00,1,0
1,98,2019-05-11 03:27:29,4,0
8,13,2022-09-23 07:26:43,3,0.1
1,16,2022-04-20 12:42:59,1,0
10,20,2021-06-13 03:39:49,3,0.2
6,52,2019-11-28 02:52:44,2,0.4
10,29,2019-05-10 21:43:33,3,0.3
8,69,2021-11-07 09:42:28,2,0
6,91,2019-01-16 09:12:45,2,0.5
10,16,2019-05-24 19:51:08,4,0
1,83,2021-09-15 04:53:44,4,0.5
7,34,2019-04-06 13:54:35,1,0
2,43,2020-03-03 09:00:59,3,0.2
7,74,2020-08-18 14:50:43,3,0.1
1,22,2022-08-17 05:50:09,2,0.5
6,84,2020-10-10 18:30:40,3,0.4
4,87,2019-01-17 09:53:48,1,0.3
